Episode no = 1760; won: False; Q(s,a) = 108.37804360601162; reward = -477.0; and epsilon = 0.7653333333333333, win percentage = 0.0, 2024-05-06 07:43:34
Episode no = 1770; won: False; Q(s,a) = 110.93146191391426; reward = -411.0; and epsilon = 0.764, win percentage = 0.0, 2024-05-06 07:43:51
Episode no = 1780; won: False; Q(s,a) = 106.14621269955767; reward = -453.0; and epsilon = 0.7626666666666666, win percentage = 0.0, 2024-05-06 07:44:13
Episode no = 1790; won: False; Q(s,a) = 118.52999526528278; reward = -271.0; and epsilon = 0.7613333333333333, win percentage = 0.0, 2024-05-06 07:44:40
Episode no = 1800; won: False; Q(s,a) = 116.87726109646124; reward = -475.0; and epsilon = 0.76, win percentage = 0.0, 2024-05-06 07:44:50
Episode no = 1810; won: False; Q(s,a) = 114.98364074284454; reward = -231.0; and epsilon = 0.7586666666666666, win percentage = 0.0, 2024-05-06 07:45:19
Episode no = 1820; won: False; Q(s,a) = 115.52352017073399; reward = -284.0; and epsilon = 0.7573333333333333, win percentage = 0.0, 2024-05-06 07:45:42
Episode no = 1830; won: False; Q(s,a) = 118.47392345767226; reward = -384.0; and epsilon = 0.756, win percentage = 0.0, 2024-05-06 07:46:01
Episode no = 1840; won: False; Q(s,a) = 116.916325127654; reward = -193.0; and epsilon = 0.7546666666666667, win percentage = 0.0, 2024-05-06 07:46:18
Episode no = 1850; won: False; Q(s,a) = 114.2222137027365; reward = -401.0; and epsilon = 0.7533333333333333, win percentage = 0.0, 2024-05-06 07:46:36
Episode no = 1860; won: False; Q(s,a) = 98.7029010088678; reward = -441.0; and epsilon = 0.752, win percentage = 0.0, 2024-05-06 07:46:55
Episode no = 1870; won: False; Q(s,a) = 105.6522982842036; reward = -422.0; and epsilon = 0.7506666666666667, win percentage = 0.0, 2024-05-06 07:47:05
Episode no = 1880; won: False; Q(s,a) = 118.96224790237369; reward = -481.0; and epsilon = 0.7493333333333334, win percentage = 0.0, 2024-05-06 07:47:20
Episode no = 1890; won: False; Q(s,a) = 111.90491706212082; reward = -467.0; and epsilon = 0.748, win percentage = 0.0, 2024-05-06 07:47:36
Episode no = 1900; won: False; Q(s,a) = 117.41768640534342; reward = -431.0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-05-06 07:47:52
Episode no = 1910; won: False; Q(s,a) = 119.22229271702314; reward = -380.0; and epsilon = 0.7453333333333334, win percentage = 0.0, 2024-05-06 07:48:13
Episode no = 1920; won: False; Q(s,a) = 120.4323098715895; reward = -431.0; and epsilon = 0.744, win percentage = 0.0, 2024-05-06 07:48:27
Episode no = 1930; won: False; Q(s,a) = 121.0600638325684; reward = -456.0; and epsilon = 0.7426666666666666, win percentage = 0.0, 2024-05-06 07:48:46
Episode no = 1940; won: False; Q(s,a) = 111.03195010451991; reward = -470.0; and epsilon = 0.7413333333333334, win percentage = 0.0, 2024-05-06 07:49:24
Episode no = 1950; won: False; Q(s,a) = 124.78961700046781; reward = -328.0; and epsilon = 0.74, win percentage = 0.0, 2024-05-06 07:49:54
Episode no = 1960; won: False; Q(s,a) = 122.09913084613567; reward = -345.0; and epsilon = 0.7386666666666667, win percentage = 0.0, 2024-05-06 07:50:13
Episode no = 1970; won: False; Q(s,a) = 114.97250502933441; reward = -456.0; and epsilon = 0.7373333333333334, win percentage = 0.0, 2024-05-06 07:50:33
Episode no = 1980; won: False; Q(s,a) = 122.29846035368396; reward = -465.0; and epsilon = 0.736, win percentage = 0.0, 2024-05-06 07:50:44
Episode no = 1990; won: False; Q(s,a) = 112.98175790943623; reward = -445.0; and epsilon = 0.7346666666666667, win percentage = 0.0, 2024-05-06 07:51:02
Episode no = 2000; won: False; Q(s,a) = 117.09135443751991; reward = -275.0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-05-06 07:51:24
Episode no = 2010; won: False; Q(s,a) = 118.4740301083039; reward = -436.0; and epsilon = 0.732, win percentage = 0.0, 2024-05-06 07:51:52
Episode no = 2020; won: False; Q(s,a) = 119.85858195391059; reward = -330.0; and epsilon = 0.7306666666666667, win percentage = 0.0, 2024-05-06 07:52:18
Episode no = 2030; won: False; Q(s,a) = 121.46398345975511; reward = -359.0; and epsilon = 0.7293333333333334, win percentage = 0.0, 2024-05-06 07:52:35
Episode no = 2040; won: False; Q(s,a) = 118.83420940461092; reward = -369.0; and epsilon = 0.728, win percentage = 0.0, 2024-05-06 07:53:00
Episode no = 2050; won: False; Q(s,a) = 119.25453162206392; reward = -380.0; and epsilon = 0.7266666666666667, win percentage = 0.0, 2024-05-06 07:53:30
Episode no = 2060; won: False; Q(s,a) = 118.18917315787762; reward = -378.0; and epsilon = 0.7253333333333334, win percentage = 0.0, 2024-05-06 07:53:47
Episode no = 2070; won: False; Q(s,a) = 116.25963421561086; reward = -389.0; and epsilon = 0.724, win percentage = 0.0, 2024-05-06 07:54:04
Episode no = 2080; won: False; Q(s,a) = 115.8887606016087; reward = -245.0; and epsilon = 0.7226666666666667, win percentage = 0.0, 2024-05-06 07:54:36
Episode no = 2090; won: False; Q(s,a) = 117.25119641268321; reward = -425.0; and epsilon = 0.7213333333333334, win percentage = 0.0, 2024-05-06 07:54:50
Episode no = 2100; won: False; Q(s,a) = 119.79594380247812; reward = -459.0; and epsilon = 0.72, win percentage = 0.0, 2024-05-06 07:55:12
Episode no = 2110; won: False; Q(s,a) = 116.27455091688373; reward = -366.0; and epsilon = 0.7186666666666667, win percentage = 0.0, 2024-05-06 07:55:31
Episode no = 2120; won: False; Q(s,a) = 105.61853228084237; reward = -450.0; and epsilon = 0.7173333333333334, win percentage = 0.0, 2024-05-06 07:55:48
Episode no = 2130; won: False; Q(s,a) = 120.31996273244741; reward = -329.0; and epsilon = 0.716, win percentage = 0.0, 2024-05-06 07:56:05
Episode no = 2140; won: False; Q(s,a) = 128.28981025704363; reward = -406.0; and epsilon = 0.7146666666666667, win percentage = 0.0, 2024-05-06 07:56:28
Episode no = 2150; won: False; Q(s,a) = 112.67859894251099; reward = -210.0; and epsilon = 0.7133333333333334, win percentage = 0.0, 2024-05-06 07:56:54
Episode no = 2160; won: False; Q(s,a) = 119.94243007678402; reward = -451.0; and epsilon = 0.712, win percentage = 0.0, 2024-05-06 07:57:08
Episode no = 2170; won: False; Q(s,a) = 121.75414892054997; reward = -465.0; and epsilon = 0.7106666666666667, win percentage = 0.0, 2024-05-06 07:57:29
Episode no = 2180; won: False; Q(s,a) = 109.45439465780869; reward = -464.0; and epsilon = 0.7093333333333334, win percentage = 0.0, 2024-05-06 07:57:42
Episode no = 2190; won: False; Q(s,a) = 112.52617415452357; reward = -470.0; and epsilon = 0.708, win percentage = 0.0, 2024-05-06 07:58:02
Episode no = 2200; won: False; Q(s,a) = 119.57797892071073; reward = -393.0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-05-06 07:58:23
Episode no = 2210; won: False; Q(s,a) = 121.535939103064; reward = -413.0; and epsilon = 0.7053333333333334, win percentage = 0.0, 2024-05-06 07:58:48
Episode no = 2220; won: False; Q(s,a) = 124.5318690447658; reward = -343.0; and epsilon = 0.704, win percentage = 0.0, 2024-05-06 07:59:16
Episode no = 2230; won: False; Q(s,a) = 124.04778443122173; reward = -419.0; and epsilon = 0.7026666666666667, win percentage = 0.0, 2024-05-06 07:59:28
Episode no = 2240; won: False; Q(s,a) = 124.7533731467484; reward = -405.0; and epsilon = 0.7013333333333334, win percentage = 0.0, 2024-05-06 07:59:57
Episode no = 2250; won: False; Q(s,a) = 125.40140219038013; reward = -427.0; and epsilon = 0.7, win percentage = 0.0, 2024-05-06 08:00:19
Episode no = 2260; won: False; Q(s,a) = 116.7154476922677; reward = -400.0; and epsilon = 0.6986666666666667, win percentage = 0.0, 2024-05-06 08:00:36
Episode no = 2270; won: False; Q(s,a) = 125.30063541404716; reward = -348.0; and epsilon = 0.6973333333333334, win percentage = 0.0, 2024-05-06 08:00:52
Episode no = 2280; won: False; Q(s,a) = 125.41236738122163; reward = -438.0; and epsilon = 0.696, win percentage = 0.0, 2024-05-06 08:01:08
Episode no = 2290; won: False; Q(s,a) = 122.39711501693522; reward = -307.0; and epsilon = 0.6946666666666667, win percentage = 0.0, 2024-05-06 08:01:43
Episode no = 2300; won: False; Q(s,a) = 125.9764931671732; reward = -460.0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-05-06 08:01:56
Episode no = 2310; won: False; Q(s,a) = 124.96019640748854; reward = -452.0; and epsilon = 0.692, win percentage = 0.0, 2024-05-06 08:02:17
Episode no = 2320; won: False; Q(s,a) = 127.91956018447821; reward = -342.0; and epsilon = 0.6906666666666667, win percentage = 0.0, 2024-05-06 08:02:45
Episode no = 2330; won: False; Q(s,a) = 126.13366567165467; reward = -262.0; and epsilon = 0.6893333333333334, win percentage = 0.0, 2024-05-06 08:03:12
Episode no = 2340; won: False; Q(s,a) = 122.42477810912459; reward = -362.0; and epsilon = 0.688, win percentage = 0.0, 2024-05-06 08:03:26
Episode no = 2350; won: False; Q(s,a) = 128.9206413237027; reward = -404.0; and epsilon = 0.6866666666666666, win percentage = 0.0, 2024-05-06 08:03:43
Episode no = 2360; won: False; Q(s,a) = 124.20360374919909; reward = -392.0; and epsilon = 0.6853333333333333, win percentage = 0.0, 2024-05-06 08:04:07
Episode no = 2370; won: False; Q(s,a) = 122.02363044317775; reward = -435.0; and epsilon = 0.6839999999999999, win percentage = 0.0, 2024-05-06 08:04:22
Episode no = 2380; won: False; Q(s,a) = 140.96265224253207; reward = -153.0; and epsilon = 0.6826666666666666, win percentage = 0.0, 2024-05-06 08:04:56
Episode no = 2390; won: False; Q(s,a) = 126.79002718369146; reward = -446.0; and epsilon = 0.6813333333333333, win percentage = 0.0, 2024-05-06 08:05:09
Episode no = 2400; won: False; Q(s,a) = 160.49913435778367; reward = -444.0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-05-06 08:05:20
Episode no = 2410; won: False; Q(s,a) = 117.13968625706985; reward = -453.0; and epsilon = 0.6786666666666666, win percentage = 0.0, 2024-05-06 08:05:31
Episode no = 2420; won: False; Q(s,a) = 129.5942378087309; reward = -435.0; and epsilon = 0.6773333333333333, win percentage = 0.0, 2024-05-06 08:05:49
Episode no = 2430; won: False; Q(s,a) = 130.22340567972827; reward = -434.0; and epsilon = 0.6759999999999999, win percentage = 0.0, 2024-05-06 08:06:04
Episode no = 2440; won: False; Q(s,a) = 127.67964949865697; reward = -470.0; and epsilon = 0.6746666666666667, win percentage = 0.0, 2024-05-06 08:06:24
Episode no = 2450; won: False; Q(s,a) = 134.3272352925958; reward = -422.0; and epsilon = 0.6733333333333333, win percentage = 0.0, 2024-05-06 08:06:39
Episode no = 2460; won: False; Q(s,a) = 129.82617956627303; reward = -331.0; and epsilon = 0.6719999999999999, win percentage = 0.0, 2024-05-06 08:06:55
Episode no = 2470; won: False; Q(s,a) = 131.0090119813299; reward = -442.0; and epsilon = 0.6706666666666667, win percentage = 0.0, 2024-05-06 08:07:05
Episode no = 2480; won: False; Q(s,a) = 130.9425191122284; reward = -257.0; and epsilon = 0.6693333333333333, win percentage = 0.0, 2024-05-06 08:07:27
Episode no = 2490; won: False; Q(s,a) = 132.01337550052565; reward = -396.0; and epsilon = 0.6679999999999999, win percentage = 0.0, 2024-05-06 08:07:48
Episode no = 2500; won: False; Q(s,a) = 133.41014222245929; reward = -455.0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-05-06 08:08:13
Episode no = 2510; won: False; Q(s,a) = 136.63780839774302; reward = -420.0; and epsilon = 0.6653333333333333, win percentage = 0.0, 2024-05-06 08:08:27
Episode no = 2520; won: False; Q(s,a) = 124.49969039857261; reward = -490.0; and epsilon = 0.6639999999999999, win percentage = 0.0, 2024-05-06 08:08:44
Episode no = 2530; won: False; Q(s,a) = 131.77764283245534; reward = -169.0; and epsilon = 0.6626666666666667, win percentage = 0.0, 2024-05-06 08:09:16
Episode no = 2540; won: False; Q(s,a) = 142.96301475840605; reward = -223.0; and epsilon = 0.6613333333333333, win percentage = 0.0, 2024-05-06 08:09:44
Episode no = 2550; won: False; Q(s,a) = 131.8127399671324; reward = -407.0; and epsilon = 0.6599999999999999, win percentage = 0.0, 2024-05-06 08:10:06
Episode no = 2560; won: False; Q(s,a) = 129.70341482422938; reward = -322.0; and epsilon = 0.6586666666666667, win percentage = 0.0, 2024-05-06 08:10:19
Episode no = 2570; won: False; Q(s,a) = 127.06871049805791; reward = -376.0; and epsilon = 0.6573333333333333, win percentage = 0.0, 2024-05-06 08:10:39
Episode no = 2580; won: False; Q(s,a) = 130.1232427230069; reward = -409.0; and epsilon = 0.656, win percentage = 0.0, 2024-05-06 08:11:03
Episode no = 2590; won: False; Q(s,a) = 127.83432050641125; reward = -427.0; and epsilon = 0.6546666666666667, win percentage = 0.0, 2024-05-06 08:11:24
Episode no = 2600; won: False; Q(s,a) = 126.79334859404162; reward = -478.0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-05-06 08:11:33
Episode no = 2610; won: False; Q(s,a) = 124.27767437726342; reward = -442.0; and epsilon = 0.652, win percentage = 0.0, 2024-05-06 08:12:02
Episode no = 2620; won: False; Q(s,a) = 135.61989251998085; reward = -330.0; and epsilon = 0.6506666666666667, win percentage = 0.0, 2024-05-06 08:12:18
Episode no = 2630; won: False; Q(s,a) = 138.39582977686635; reward = -273.0; and epsilon = 0.6493333333333333, win percentage = 0.0, 2024-05-06 08:12:36
Episode no = 2640; won: False; Q(s,a) = 132.50397910862634; reward = -266.0; and epsilon = 0.648, win percentage = 0.0, 2024-05-06 08:12:57
Episode no = 2650; won: False; Q(s,a) = 130.0869163217967; reward = -465.0; and epsilon = 0.6466666666666667, win percentage = 0.0, 2024-05-06 08:13:25
Episode no = 2660; won: False; Q(s,a) = 158.52707246828425; reward = -244.0; and epsilon = 0.6453333333333333, win percentage = 0.0, 2024-05-06 08:13:43
Episode no = 2670; won: False; Q(s,a) = 134.6310304961442; reward = -170.0; and epsilon = 0.644, win percentage = 0.0, 2024-05-06 08:14:06
Episode no = 2680; won: False; Q(s,a) = 128.7167292921533; reward = -455.0; and epsilon = 0.6426666666666667, win percentage = 0.0, 2024-05-06 08:14:23
Episode no = 2690; won: False; Q(s,a) = 148.35163648277955; reward = -344.0; and epsilon = 0.6413333333333333, win percentage = 0.1, 2024-05-06 08:14:59
Episode no = 2700; won: False; Q(s,a) = 129.94938486689324; reward = -384.0; and epsilon = 0.64, win percentage = 0.0, 2024-05-06 08:15:22
Episode no = 2710; won: False; Q(s,a) = 134.30237337303046; reward = -384.0; and epsilon = 0.6386666666666667, win percentage = 0.1, 2024-05-06 08:15:59
Episode no = 2720; won: False; Q(s,a) = 138.2826454462887; reward = -213.0; and epsilon = 0.6373333333333333, win percentage = 0.0, 2024-05-06 08:16:16
Episode no = 2730; won: False; Q(s,a) = 139.21520440574295; reward = -481.0; and epsilon = 0.636, win percentage = 0.0, 2024-05-06 08:16:38
Episode no = 2740; won: False; Q(s,a) = 150.65698578264366; reward = -127.0; and epsilon = 0.6346666666666667, win percentage = 0.0, 2024-05-06 08:17:05
Episode no = 2750; won: False; Q(s,a) = 148.0991894835274; reward = -394.0; and epsilon = 0.6333333333333333, win percentage = 0.0, 2024-05-06 08:17:24
Episode no = 2760; won: False; Q(s,a) = 164.29327282295793; reward = -197.0; and epsilon = 0.632, win percentage = 0.0, 2024-05-06 08:17:52
Episode no = 2770; won: False; Q(s,a) = 138.95564837927887; reward = -316.0; and epsilon = 0.6306666666666667, win percentage = 0.0, 2024-05-06 08:18:10
Episode no = 2780; won: False; Q(s,a) = 145.26102221353662; reward = -373.0; and epsilon = 0.6293333333333333, win percentage = 0.0, 2024-05-06 08:18:38
Episode no = 2790; won: False; Q(s,a) = 136.55183478256188; reward = -241.0; and epsilon = 0.628, win percentage = 0.0, 2024-05-06 08:18:58
Episode no = 10; won: False; Q(s,a) = 132.5552269033144; reward = -108.0; and epsilon = 0.0, win percentage = 0.0, 2024-05-06 08:22:20
Episode no = 20; won: False; Q(s,a) = 129.40038832197732; reward = -125.0; and epsilon = 0.0, win percentage = 0.0, 2024-05-06 08:22:51
Episode no = 10; won: False; Q(s,a) = nan; reward = -495.0; and epsilon = 0.9986666666666667, win percentage = 0.0, 2024-05-06 08:30:57
Episode no = 20; won: False; Q(s,a) = nan; reward = -511.0; and epsilon = 0.9973333333333333, win percentage = 0.0, 2024-05-06 08:31:04
Episode no = 30; won: False; Q(s,a) = nan; reward = -444.0; and epsilon = 0.996, win percentage = 0.0, 2024-05-06 08:31:13
Episode no = 40; won: False; Q(s,a) = nan; reward = -491.0; and epsilon = 0.9946666666666667, win percentage = 0.0, 2024-05-06 08:31:22
Episode no = 50; won: False; Q(s,a) = nan; reward = -427.0; and epsilon = 0.9933333333333333, win percentage = 0.0, 2024-05-06 08:31:32
Episode no = 60; won: False; Q(s,a) = -0.46290258451194843; reward = -483.0; and epsilon = 0.992, win percentage = 0.0, 2024-05-06 08:31:38
Episode no = 70; won: False; Q(s,a) = nan; reward = -484.0; and epsilon = 0.9906666666666667, win percentage = 0.0, 2024-05-06 08:31:48
Episode no = 80; won: False; Q(s,a) = nan; reward = -501.0; and epsilon = 0.9893333333333333, win percentage = 0.0, 2024-05-06 08:31:55
Episode no = 90; won: False; Q(s,a) = nan; reward = -500.0; and epsilon = 0.988, win percentage = 0.0, 2024-05-06 08:32:02
Episode no = 100; won: False; Q(s,a) = nan; reward = -478.0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-05-06 08:32:10
Episode no = 110; won: False; Q(s,a) = 6.289805874052453; reward = -457.0; and epsilon = 0.9853333333333333, win percentage = 0.0, 2024-05-06 08:32:18
Episode no = 120; won: False; Q(s,a) = nan; reward = -462.0; and epsilon = 0.984, win percentage = 0.0, 2024-05-06 08:32:25
Episode no = 130; won: False; Q(s,a) = nan; reward = -459.0; and epsilon = 0.9826666666666667, win percentage = 0.0, 2024-05-06 08:32:34
Episode no = 140; won: False; Q(s,a) = 0.4091522419710328; reward = -477.0; and epsilon = 0.9813333333333333, win percentage = 0.0, 2024-05-06 08:32:41
Episode no = 150; won: False; Q(s,a) = nan; reward = -489.0; and epsilon = 0.98, win percentage = 0.0, 2024-05-06 08:32:47
Episode no = 160; won: False; Q(s,a) = nan; reward = -467.0; and epsilon = 0.9786666666666667, win percentage = 0.0, 2024-05-06 08:32:59
Episode no = 170; won: False; Q(s,a) = nan; reward = -463.0; and epsilon = 0.9773333333333334, win percentage = 0.0, 2024-05-06 08:33:08
Episode no = 180; won: False; Q(s,a) = nan; reward = -463.0; and epsilon = 0.976, win percentage = 0.0, 2024-05-06 08:33:15
Episode no = 190; won: False; Q(s,a) = nan; reward = -457.0; and epsilon = 0.9746666666666667, win percentage = 0.0, 2024-05-06 08:33:21
Episode no = 200; won: False; Q(s,a) = nan; reward = -452.0; and epsilon = 0.9733333333333334, win percentage = 0.0, 2024-05-06 08:33:30
Episode no = 210; won: False; Q(s,a) = nan; reward = -439.0; and epsilon = 0.972, win percentage = 0.0, 2024-05-06 08:33:40
Episode no = 220; won: False; Q(s,a) = -0.0773143959374427; reward = -438.0; and epsilon = 0.9706666666666667, win percentage = 0.0, 2024-05-06 08:33:53
Episode no = 230; won: False; Q(s,a) = nan; reward = -449.0; and epsilon = 0.9693333333333334, win percentage = 0.0, 2024-05-06 08:34:01
Episode no = 240; won: False; Q(s,a) = nan; reward = -468.0; and epsilon = 0.968, win percentage = 0.0, 2024-05-06 08:34:08
Episode no = 250; won: False; Q(s,a) = 16.390460114996348; reward = -438.0; and epsilon = 0.9666666666666667, win percentage = 0.0, 2024-05-06 08:34:20
Episode no = 260; won: False; Q(s,a) = 14.030593249684436; reward = -435.0; and epsilon = 0.9653333333333334, win percentage = 0.0, 2024-05-06 08:34:28
Episode no = 270; won: False; Q(s,a) = 10.299199484392998; reward = -422.0; and epsilon = 0.964, win percentage = 0.0, 2024-05-06 08:34:46
Episode no = 280; won: False; Q(s,a) = nan; reward = -477.0; and epsilon = 0.9626666666666667, win percentage = 0.0, 2024-05-06 08:34:55
Episode no = 290; won: False; Q(s,a) = 16.724894857672535; reward = -455.0; and epsilon = 0.9613333333333334, win percentage = 0.0, 2024-05-06 08:35:04
Episode no = 300; won: False; Q(s,a) = 15.60615202025567; reward = -446.0; and epsilon = 0.96, win percentage = 0.0, 2024-05-06 08:35:17
Episode no = 310; won: False; Q(s,a) = nan; reward = -474.0; and epsilon = 0.9586666666666667, win percentage = 0.0, 2024-05-06 08:35:33
Episode no = 320; won: False; Q(s,a) = 20.9765037932996; reward = -382.0; and epsilon = 0.9573333333333334, win percentage = 0.0, 2024-05-06 08:35:47
Episode no = 330; won: False; Q(s,a) = 30.655728848723268; reward = -498.0; and epsilon = 0.956, win percentage = 0.0, 2024-05-06 08:36:00
Episode no = 340; won: False; Q(s,a) = nan; reward = -459.0; and epsilon = 0.9546666666666667, win percentage = 0.0, 2024-05-06 08:36:09
Episode no = 350; won: False; Q(s,a) = 17.584212300547087; reward = -448.0; and epsilon = 0.9533333333333334, win percentage = 0.0, 2024-05-06 08:36:23
Episode no = 360; won: False; Q(s,a) = nan; reward = -465.0; and epsilon = 0.952, win percentage = 0.0, 2024-05-06 08:36:34
Episode no = 370; won: False; Q(s,a) = 14.13872493520928; reward = -447.0; and epsilon = 0.9506666666666667, win percentage = 0.0, 2024-05-06 08:36:50
Episode no = 380; won: False; Q(s,a) = 13.935120268496457; reward = -496.0; and epsilon = 0.9493333333333334, win percentage = 0.0, 2024-05-06 08:37:02
Episode no = 390; won: False; Q(s,a) = 22.62472360510215; reward = -418.0; and epsilon = 0.948, win percentage = 0.0, 2024-05-06 08:37:12
Episode no = 400; won: False; Q(s,a) = nan; reward = -494.0; and epsilon = 0.9466666666666667, win percentage = 0.0, 2024-05-06 08:37:17
Episode no = 410; won: False; Q(s,a) = 28.542929227191156; reward = -401.0; and epsilon = 0.9453333333333334, win percentage = 0.0, 2024-05-06 08:37:31
Episode no = 420; won: False; Q(s,a) = 1.685349495278221; reward = -424.0; and epsilon = 0.944, win percentage = 0.0, 2024-05-06 08:37:40
Episode no = 430; won: False; Q(s,a) = 22.85157318541542; reward = -414.0; and epsilon = 0.9426666666666667, win percentage = 0.0, 2024-05-06 08:37:50
Episode no = 440; won: False; Q(s,a) = 26.836841372481718; reward = -400.0; and epsilon = 0.9413333333333334, win percentage = 0.0, 2024-05-06 08:38:03
Episode no = 450; won: False; Q(s,a) = 22.461963547567844; reward = -505.0; and epsilon = 0.94, win percentage = 0.0, 2024-05-06 08:38:13
Episode no = 460; won: False; Q(s,a) = 26.86158822320765; reward = -461.0; and epsilon = 0.9386666666666666, win percentage = 0.0, 2024-05-06 08:38:30
Episode no = 470; won: False; Q(s,a) = 19.242817697807887; reward = -429.0; and epsilon = 0.9373333333333334, win percentage = 0.0, 2024-05-06 08:38:42
Episode no = 480; won: False; Q(s,a) = 26.97821253511467; reward = -447.0; and epsilon = 0.9359999999999999, win percentage = 0.0, 2024-05-06 08:38:50
Episode no = 490; won: False; Q(s,a) = 2.374818402165643; reward = -392.0; and epsilon = 0.9346666666666666, win percentage = 0.0, 2024-05-06 08:39:03
Episode no = 500; won: False; Q(s,a) = 31.326853006091035; reward = -441.0; and epsilon = 0.9333333333333333, win percentage = 0.0, 2024-05-06 08:39:12
Episode no = 510; won: False; Q(s,a) = 34.88690232872485; reward = -479.0; and epsilon = 0.9319999999999999, win percentage = 0.0, 2024-05-06 08:39:21
Episode no = 520; won: False; Q(s,a) = nan; reward = -480.0; and epsilon = 0.9306666666666666, win percentage = 0.0, 2024-05-06 08:39:36
Episode no = 530; won: False; Q(s,a) = 33.89251791611589; reward = -451.0; and epsilon = 0.9293333333333333, win percentage = 0.0, 2024-05-06 08:39:42
Episode no = 540; won: False; Q(s,a) = 33.47588042322137; reward = -484.0; and epsilon = 0.928, win percentage = 0.0, 2024-05-06 08:40:00
Episode no = 550; won: False; Q(s,a) = 33.59738318142383; reward = -464.0; and epsilon = 0.9266666666666666, win percentage = 0.0, 2024-05-06 08:40:09
Episode no = 560; won: False; Q(s,a) = 37.95493464668959; reward = -492.0; and epsilon = 0.9253333333333333, win percentage = 0.0, 2024-05-06 08:40:15
Episode no = 570; won: False; Q(s,a) = 38.446176175870136; reward = -394.0; and epsilon = 0.924, win percentage = 0.0, 2024-05-06 08:40:25
Episode no = 580; won: False; Q(s,a) = nan; reward = -501.0; and epsilon = 0.9226666666666666, win percentage = 0.0, 2024-05-06 08:40:33
Episode no = 590; won: False; Q(s,a) = nan; reward = -478.0; and epsilon = 0.9213333333333333, win percentage = 0.0, 2024-05-06 08:40:40
Episode no = 600; won: False; Q(s,a) = 38.841839208830606; reward = -453.0; and epsilon = 0.92, win percentage = 0.0, 2024-05-06 08:40:50
Episode no = 610; won: False; Q(s,a) = 41.27516984763737; reward = -390.0; and epsilon = 0.9186666666666666, win percentage = 0.0, 2024-05-06 08:41:00
Episode no = 620; won: False; Q(s,a) = 42.609126809004586; reward = -292.0; and epsilon = 0.9173333333333333, win percentage = 0.0, 2024-05-06 08:41:20
Episode no = 630; won: False; Q(s,a) = 25.409274924236513; reward = -492.0; and epsilon = 0.916, win percentage = 0.0, 2024-05-06 08:41:32
Episode no = 640; won: False; Q(s,a) = 43.637875693024306; reward = -481.0; and epsilon = 0.9146666666666666, win percentage = 0.0, 2024-05-06 08:41:40
Episode no = 650; won: False; Q(s,a) = 46.12461692255583; reward = -415.0; and epsilon = 0.9133333333333333, win percentage = 0.0, 2024-05-06 08:41:54
Episode no = 660; won: False; Q(s,a) = 47.21787408877269; reward = -476.0; and epsilon = 0.912, win percentage = 0.0, 2024-05-06 08:42:04
Episode no = 670; won: False; Q(s,a) = 31.61663276850954; reward = -451.0; and epsilon = 0.9106666666666666, win percentage = 0.0, 2024-05-06 08:42:16
Episode no = 680; won: False; Q(s,a) = 29.516636950675828; reward = -428.0; and epsilon = 0.9093333333333333, win percentage = 0.0, 2024-05-06 08:42:27
Episode no = 690; won: False; Q(s,a) = 33.81731687650892; reward = -481.0; and epsilon = 0.908, win percentage = 0.0, 2024-05-06 08:42:41
Episode no = 700; won: False; Q(s,a) = 43.01168380980207; reward = -438.0; and epsilon = 0.9066666666666666, win percentage = 0.0, 2024-05-06 08:42:49
Episode no = 710; won: False; Q(s,a) = 45.16212349549139; reward = -460.0; and epsilon = 0.9053333333333333, win percentage = 0.0, 2024-05-06 08:43:01
Episode no = 720; won: False; Q(s,a) = nan; reward = -463.0; and epsilon = 0.904, win percentage = 0.0, 2024-05-06 08:43:13
Episode no = 730; won: False; Q(s,a) = 53.990586602986205; reward = -436.0; and epsilon = 0.9026666666666667, win percentage = 0.0, 2024-05-06 08:43:27
Episode no = 740; won: False; Q(s,a) = 53.06067097179799; reward = -463.0; and epsilon = 0.9013333333333333, win percentage = 0.0, 2024-05-06 08:43:42
Episode no = 750; won: False; Q(s,a) = 53.413954513817565; reward = -452.0; and epsilon = 0.9, win percentage = 0.0, 2024-05-06 08:43:47
Episode no = 760; won: False; Q(s,a) = 49.993840798092485; reward = -467.0; and epsilon = 0.8986666666666667, win percentage = 0.0, 2024-05-06 08:44:00
Episode no = 770; won: False; Q(s,a) = 39.80985909564878; reward = -493.0; and epsilon = 0.8973333333333333, win percentage = 0.0, 2024-05-06 08:44:09
Episode no = 780; won: False; Q(s,a) = 54.12085873887241; reward = -446.0; and epsilon = 0.896, win percentage = 0.0, 2024-05-06 08:44:20
Episode no = 790; won: False; Q(s,a) = 48.014116034978365; reward = -412.0; and epsilon = 0.8946666666666667, win percentage = 0.0, 2024-05-06 08:44:38
Episode no = 800; won: False; Q(s,a) = 53.28581276361908; reward = -456.0; and epsilon = 0.8933333333333333, win percentage = 0.0, 2024-05-06 08:44:49
